row_id+O6G3A1:R6,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,address_city,address_state,region,product_id,category,sub_category,product_name,price,quantity,sales,cost,profit,returns,payment_mode,year,month,day_name
6116,CA-2019-133802,2019-03-14,20-03-2019,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Redwood City,California,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984000000000001,6,41.904,27.7614,14.1426,False,COD,2019,3,Thursday
8934,CA-2019-102134,2019-03-14,19-03-2019,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Green Bay,Wisconsin,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,8.37,2,16.74,12.3876,4.3524,False,COD,2019,3,Thursday
1615,US-2019-113509,2019-03-15,19-03-2019,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,27.992,3,83.976,97.6221,-13.6461,False,Online,2019,3,Friday
7648,CA-2019-138968,2019-03-15,16-03-2019,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,West,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,2.272,2,4.544,2.8968,1.6472,False,Online,2019,3,Friday
7649,CA-2019-138968,2019-03-15,16-03-2019,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,West,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,338.008,4,1352.032,1267.53,84.502,False,Online,2019,3,Friday
9169,CA-2019-140571,2019-03-15,19-03-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Jackson,Mississippi,South,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,22.84,14,319.76,172.6704,147.0896,False,Online,2019,3,Friday
9170,CA-2019-140571,2019-03-15,19-03-2019,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Jackson,Mississippi,South,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,22.84,2,45.68,24.6672,21.0128,False,Online,2019,3,Friday
9920,CA-2019-149272,2019-03-15,19-03-2019,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Bryan,Texas,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,105.686,5,528.43,671.861,-143.431,False,Cards,2019,3,Friday
9921,CA-2019-149272,2019-03-15,19-03-2019,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Bryan,Texas,Central,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",3.198,7,22.386,58.2036,-35.8176,False,Cards,2019,3,Friday
2394,CA-2019-128111,2019-03-17,23-03-2019,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,19.84,2,39.68,29.3632,10.3168,False,Online,2019,3,Sunday
3737,CA-2019-115476,2019-03-17,17-03-2019,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Newark,Delaware,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,64.99,2,129.98,67.58959999999999,62.3904,False,COD,2019,3,Sunday
3738,CA-2019-115476,2019-03-17,17-03-2019,Same Day,VM-21835,Vivian Mathis,Consumer,United States,Newark,Delaware,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,2,32.54,16.595399999999998,15.9446,False,Online,2019,3,Sunday
4400,CA-2019-131737,2019-03-17,17-03-2019,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",39.98,5,199.9,109.945,89.955,False,COD,2019,3,Sunday
4401,CA-2019-131737,2019-03-17,17-03-2019,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,300.65000000000003,3,901.95,604.3065,297.6435,False,Online,2019,3,Sunday
4402,CA-2019-131737,2019-03-17,17-03-2019,Same Day,GZ-14470,Gary Zandusky,Consumer,United States,Columbia,Maryland,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,194.3,5,971.5,718.91,252.59,False,COD,2019,3,Sunday
8382,CA-2019-134544,2019-03-17,19-03-2019,Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,42.392,2,84.784,104.9202,-20.1362,False,COD,2019,3,Sunday
495,US-2019-120929,2019-03-18,21-03-2019,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,63.294,3,189.882,284.823,-94.941,False,COD,2019,3,Monday
6474,CA-2019-113292,2019-03-18,20-03-2019,Second Class,DB-13060,Dave Brooks,Consumer,United States,Columbia,Tennessee,South,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,290.6,3,871.8,784.6199999999999,87.18,False,Online,2019,3,Monday
2226,CA-2019-106383,2019-03-19,21-03-2019,Second Class,BT-11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.294,1,72.294,171.0958,-98.8018,False,Cards,2019,3,Tuesday
2853,CA-2019-136371,2019-03-19,21-03-2019,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,1,14.98,8.089200000000002,6.8908,False,Online,2019,3,Tuesday
2854,CA-2019-136371,2019-03-19,21-03-2019,Second Class,SV-20935,Susan Vittorini,Consumer,United States,Oceanside,New York,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",5.08,4,20.32,13.4112,6.9088,False,Online,2019,3,Tuesday
9177,CA-2019-118178,2019-03-19,24-03-2019,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Nashville,Tennessee,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,10.362,3,31.086,51.81,-20.724,False,COD,2019,3,Tuesday
589,US-2019-156986,2019-03-20,24-03-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,42.392,2,84.784,104.9202,-20.1362,False,Online,2019,3,Wednesday
590,US-2019-156986,2019-03-20,24-03-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,5.184,4,20.736,13.4784,7.2576,False,Cards,2019,3,Wednesday
591,US-2019-156986,2019-03-20,24-03-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,5.607,3,16.821,29.7171,-12.8961,False,Online,2019,3,Wednesday
592,US-2019-156986,2019-03-20,24-03-2019,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,5.184,2,10.368,6.7392,3.6288,False,Cards,2019,3,Wednesday
749,CA-2019-150889,2019-03-20,22-03-2019,Second Class,PB-19105,Peter Bühler,Consumer,United States,Evanston,Illinois,Central,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992,1,11.992,11.0926,0.8994,False,COD,2019,3,Wednesday
1041,CA-2019-127670,2019-03-20,24-03-2019,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,174.29,4,697.16,550.7564,146.4036,False,Online,2019,3,Wednesday
3312,CA-2019-162747,2019-03-20,25-03-2019,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Gulfport,Mississippi,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,7,86.45,48.412000000000006,38.038,False,COD,2019,3,Wednesday
3172,US-2019-133879,2019-03-21,28-03-2019,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,1.584,2,3.168,7.92,-4.752,False,Cards,2019,3,Thursday
3173,US-2019-133879,2019-03-21,28-03-2019,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",105.686,5,528.43,528.43,0.0,False,Cards,2019,3,Thursday
3174,US-2019-133879,2019-03-21,28-03-2019,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,4.464,3,13.392,11.8854,1.5066,False,COD,2019,3,Thursday
3766,CA-2019-163153,2019-03-21,25-03-2019,Standard Class,DM-12955,Dario Medina,Corporate,United States,Houston,Texas,Central,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,49.686,2,99.372,100.7916,-1.4196,False,COD,2019,3,Thursday
3767,CA-2019-163153,2019-03-21,25-03-2019,Standard Class,DM-12955,Dario Medina,Corporate,United States,Houston,Texas,Central,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.344,1,1.344,0.8400000000000001,0.504,False,COD,2019,3,Thursday
1672,CA-2019-107615,2019-03-22,25-03-2019,First Class,RB-19645,Robert Barroso,Corporate,United States,North Las Vegas,Nevada,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,2,58.58,39.2486,19.3314,False,COD,2019,3,Friday
7695,CA-2019-118899,2019-03-22,22-03-2019,Same Day,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,West,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",23.984,7,167.888,153.1978,14.6902,False,Online,2019,3,Friday
3030,US-2019-164189,2019-03-24,28-03-2019,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Gresham,Oregon,West,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,100.792,4,403.168,377.97,25.198,False,COD,2019,3,Sunday
4229,CA-2019-113803,2019-03-24,26-03-2019,First Class,VG-21805,Vivek Grady,Corporate,United States,Richmond,Indiana,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22.48,1,22.48,12.1392,10.3408,False,Cards,2019,3,Sunday
9130,CA-2019-130911,2019-03-24,26-03-2019,Second Class,DC-12850,Dan Campbell,Consumer,United States,Cleveland,Ohio,East,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,100.49,3,301.47,542.646,-241.176,False,COD,2019,3,Sunday
9131,CA-2019-130911,2019-03-24,26-03-2019,Second Class,DC-12850,Dan Campbell,Consumer,United States,Cleveland,Ohio,East,OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,2,18.656,17.0236,1.6324,False,Cards,2019,3,Sunday
3371,CA-2019-134887,2019-03-25,25-03-2019,Same Day,TB-21280,Toby Braunhardt,Consumer,United States,Norman,Oklahoma,Central,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,257.49,5,1287.45,1042.8345,244.6155,False,Cards,2019,3,Monday
7931,CA-2019-120082,2019-03-25,27-03-2019,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,New York City,New York,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,19.84,3,59.52,41.664,17.856,False,Online,2019,3,Monday
664,CA-2019-123666,2019-03-26,30-03-2019,Standard Class,SP-20545,Sibella Parks,Corporate,United States,New York City,New York,East,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",91.99,5,459.95,441.552,18.398,False,COD,2019,3,Tuesday
3159,US-2019-162677,2019-03-26,27-03-2019,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",13.528,5,67.64,61.7215,5.9185,False,COD,2019,3,Tuesday
3160,US-2019-162677,2019-03-26,27-03-2019,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,39.992,3,119.976,137.9724,-17.9964,False,COD,2019,3,Tuesday
9018,CA-2019-161361,2019-03-26,28-03-2019,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Pocatello,Idaho,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,3,17.64,8.996400000000001,8.6436,False,Online,2019,3,Tuesday
9019,CA-2019-161361,2019-03-26,28-03-2019,Second Class,MV-17485,Mark Van Huff,Consumer,United States,Pocatello,Idaho,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",5.68,3,17.04,11.502,5.538,False,COD,2019,3,Tuesday
8545,CA-2019-119074,2019-03-27,31-03-2019,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,South,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,20.24,1,20.24,11.536799999999998,8.7032,False,Online,2019,3,Wednesday
8546,CA-2019-119074,2019-03-27,31-03-2019,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,South,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,4,39.92,28.742400000000004,11.1776,False,COD,2019,3,Wednesday
8547,CA-2019-119074,2019-03-27,31-03-2019,Standard Class,DS-13180,David Smith,Corporate,United States,Columbus,Georgia,South,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,2,32.54,16.595399999999998,15.9446,False,COD,2019,3,Wednesday
1352,CA-2019-162901,2019-03-28,31-03-2019,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,15.7,2,31.4,23.55,7.85,False,COD,2019,3,Thursday
7158,CA-2019-131380,2019-03-28,31-03-2019,Second Class,CC-12220,Chris Cortes,Consumer,United States,Los Angeles,California,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,4,87.92,87.0408,0.8792,False,COD,2019,3,Thursday
7159,CA-2019-131380,2019-03-28,31-03-2019,Second Class,CC-12220,Chris Cortes,Consumer,United States,Los Angeles,California,West,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,5.98,1,5.98,3.0498000000000003,2.9302,False,COD,2019,3,Thursday
3551,CA-2019-152555,2019-03-29,02-04-2019,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,15.176,3,45.528,29.5932,15.9348,False,COD,2019,3,Friday
3552,CA-2019-152555,2019-03-29,02-04-2019,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Chicago,Illinois,Central,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",140.686,6,844.116,880.2924,-36.1764,False,Online,2019,3,Friday
3553,CA-2019-152555,2019-03-29,02-04-2019,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Chicago,Illinois,Central,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,101.592,8,812.736,751.7808,60.9552,False,COD,2019,3,Friday
3973,CA-2019-167556,2019-03-29,02-04-2019,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",6.74,2,13.48,6.74,6.74,False,COD,2019,3,Friday
3974,CA-2019-167556,2019-03-29,02-04-2019,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",5.96,5,29.8,20.4875,9.3125,False,COD,2019,3,Friday
3975,CA-2019-167556,2019-03-29,02-04-2019,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,8,414.0,289.8,124.2,False,COD,2019,3,Friday
3976,CA-2019-167556,2019-03-29,02-04-2019,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,5.904000000000001,7,41.328,26.3466,14.9814,False,COD,2019,3,Friday
6382,CA-2019-127236,2019-03-29,02-04-2019,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",59.995000000000005,5,299.975,467.961,-167.986,False,Online,2019,3,Friday
6383,CA-2019-127236,2019-03-29,02-04-2019,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,Springfield,Ohio,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,39.594,4,158.376,195.3304,-36.9544,False,COD,2019,3,Friday
1328,CA-2019-128258,2019-03-30,01-04-2019,First Class,CP-12085,Cathy Prescott,Corporate,United States,Norwich,Connecticut,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,11.34,1,11.34,5.783399999999999,5.5566,False,COD,2019,3,Saturday
5421,US-2019-151827,2019-03-31,02-04-2019,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002789,Technology,Phones,LG Exalt,93.594,3,280.782,341.6181,-60.8361,False,Online,2019,3,Sunday
5422,US-2019-151827,2019-03-31,02-04-2019,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,15.992,2,31.984,30.7846,1.1994,False,COD,2019,3,Sunday
6128,CA-2019-124100,2019-03-31,06-04-2019,Standard Class,EH-13990,Erica Hackney,Consumer,United States,New York City,New York,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",54.666,6,327.996,273.33,54.666,False,COD,2019,3,Sunday
448,CA-2019-166674,2019-01-04,03-04-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,19.84,3,59.52,44.0448,15.4752,False,COD,2019,1,Friday
449,CA-2019-166674,2019-01-04,03-04-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,53.98,3,161.94,152.2236,9.7164,False,COD,2019,1,Friday
450,CA-2019-166674,2019-01-04,03-04-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,43.98,6,263.88,192.6324,71.2476,False,COD,2019,1,Friday
451,CA-2019-166674,2019-01-04,03-04-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,3,30.48,22.5552,7.9248,False,COD,2019,1,Friday
452,CA-2019-166674,2019-01-04,03-04-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,3.28,3,9.84,6.9864,2.8536,False,COD,2019,1,Friday
453,CA-2019-166674,2019-01-04,03-04-2019,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,4,35.12,25.9888,9.1312,False,Online,2019,1,Friday
647,CA-2019-103947,2019-01-04,08-04-2019,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,6.311999999999999,5,31.56,21.6975,9.8625,False,Online,2019,1,Friday
648,CA-2019-103947,2019-01-04,08-04-2019,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,West,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,15.072,2,30.144,27.1296,3.0144,False,Online,2019,1,Friday
3967,CA-2019-149902,2019-01-04,06-04-2019,Standard Class,DW-13540,Don Weiss,Consumer,United States,New York City,New York,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,22.01,4,88.04,65.1496,22.8904,False,Online,2019,1,Friday
4090,CA-2019-161473,2019-01-04,05-04-2019,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,10.35,2,20.7,10.764,9.936,False,COD,2019,1,Friday
4091,CA-2019-161473,2019-01-04,05-04-2019,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,3.65,3,10.95,7.664999999999999,3.285,False,COD,2019,1,Friday
4092,CA-2019-161473,2019-01-04,05-04-2019,Standard Class,TB-21175,Thomas Boland,Corporate,United States,New York City,New York,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,4.784,3,14.352,9.6876,4.6644,False,COD,2019,1,Friday
5142,CA-2019-111213,2019-01-04,05-04-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",219.582,6,1317.492,1024.716,292.776,False,COD,2019,1,Friday
5143,CA-2019-111213,2019-01-04,05-04-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,OFF-SU-10000946,Office Supplies,Supplies,Staple remover,7.98,8,63.84,45.32640000000001,18.5136,False,COD,2019,1,Friday
5144,CA-2019-111213,2019-01-04,05-04-2019,Standard Class,FP-14320,Frank Preis,Consumer,United States,New York City,New York,East,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,1,3.592,2.4695,1.1225,False,COD,2019,1,Friday
5643,CA-2019-127985,2019-01-04,05-04-2019,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Columbus,Georgia,South,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,1.76,4,7.04,3.9424,3.0976,False,COD,2019,1,Friday
8523,US-2019-160206,2019-01-04,07-04-2019,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Milwaukee,Wisconsin,Central,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.99,1,12.99,12.7302,0.2598,False,Online,2019,1,Friday
8563,CA-2019-123540,2019-02-04,06-04-2019,Second Class,DJ-13420,Denny Joy,Corporate,United States,Milwaukee,Wisconsin,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,290.98,5,1454.9,1076.6260000000002,378.274,False,COD,2019,2,Monday
5059,CA-2019-120796,2019-03-04,07-04-2019,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",11.094,9,99.846,183.051,-83.205,False,COD,2019,3,Monday
5898,CA-2019-167682,2019-03-04,09-04-2019,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",17.78,4,71.12,49.0728,22.0472,False,Online,2019,3,Monday
5899,CA-2019-167682,2019-03-04,09-04-2019,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,Central,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,64.99,4,259.96,135.17919999999998,124.7808,False,COD,2019,3,Monday
8572,CA-2019-162222,2019-03-04,03-04-2019,Same Day,SR-20740,Steven Roelle,Home Office,United States,Dallas,Texas,Central,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,3.424,3,10.272,7.062,3.21,False,COD,2019,3,Monday
4243,CA-2019-159142,2019-04-04,05-04-2019,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,49.99,3,149.97,143.9712,5.9988,False,COD,2019,4,Thursday
4244,CA-2019-159142,2019-04-04,05-04-2019,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",9.27,3,27.81,14.739299999999998,13.0707,False,Online,2019,4,Thursday
5440,CA-2019-167115,2019-04-04,09-04-2019,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,New York,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,294.392,2,588.784,404.789,183.995,False,COD,2019,4,Thursday
8228,CA-2019-123050,2019-04-04,08-04-2019,Second Class,BC-11125,Becky Castell,Home Office,United States,Troy,New York,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",41.32,2,82.64,75.2024,7.4376,False,Online,2019,4,Thursday
8229,CA-2019-123050,2019-04-04,08-04-2019,Second Class,BC-11125,Becky Castell,Home Office,United States,Troy,New York,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",15.51,2,31.02,22.9548,8.0652,False,COD,2019,4,Thursday
8230,CA-2019-123050,2019-04-04,08-04-2019,Second Class,BC-11125,Becky Castell,Home Office,United States,Troy,New York,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,29.99,3,89.97,52.1826,37.7874,False,COD,2019,4,Thursday
89,CA-2019-159695,2019-05-04,10-04-2019,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,22.624,7,158.368,144.5108,13.8572,False,COD,2019,5,Saturday
9316,CA-2019-161907,2019-05-04,09-04-2019,Standard Class,JH-16180,Justin Hirsh,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,39.594,3,118.782,146.49779999999998,-27.7158,False,COD,2019,5,Saturday
